"Payer Name","PayorID"
"COACH USA (WC)","J1272"
"COACH USA, INC - WC","J2581"
"COACH USA, INC - WC","J2581"
"COACH, INC. - WC","J2582"
"COACH, INC. - WC","J2582"
"COACHELLA VALLEY PHYSICIANS PRIMECARE","IP079"
"COACHELLA VALLEY WATER DISTRICT (CA) - CO (AUTO)","J1902"
"COACHELLA VALLEY WATER DISTRICT (CA) - CO (AUTO)","J1902"
"COAST CONVERTERS (WC)","41556"
"COASTAL ADMINISTRATIVE SERVICES","CAS89"
"COASTAL CARE SERVICES, INC","47394"
"COASTAL COMMUNITIES PHYSICIAN NETWORK","CCPN1"
"COASTAL TPA INC","77052"
"COCA-COLA ENTERPRISES INC. (WC)","J1038"
"COCA-COLA ENTERPRISES INC. (WC)","J1038"
"COCEUR","98653"
"COEHA - C AND O EMPLOYEES HOSPITAL ASSN - ERA ONLY","ECCOE"
"COFINITY - DENVER HEALTH MEDICAL PLAN","65456"
"COFINITY GROUP RESOURCES","42049"
"COINMACH SERVICE CORPORATION - WC","J2583"
"COINMACH SERVICE CORPORATION - WC","J2583"
"COIT (WC)","J2259"
"COIT (WC)","J2259"
"COLGATE-PALMOLIVE CORPORATE - WC","J2584"
"COLGATE-PALMOLIVE CORPORATE - WC","J2584"
"COLLECTIVE DIALYSIS","36480"
"COLLEGE OF WOOSTER - WC","J2585"
"COLLEGE OF WOOSTER - WC","J2585"
"COLLIN COUNTY (WC)","41556"
"COLLINS EINHORN FARRELL PC (AUTO)","J4025"
"COLLINS EINHORN FARRELL PC (AUTO)","J4025"
"COLLINS EINHORN FARRELL PC (WC)","P4025"
"COLLINS EINHORN FARRELL PC (WC)","P4025"
"COLONIAL GROUP, INC/</br>EVEREST - WC","J2586"
"COLONIAL GROUP, INC/</br>EVEREST - WC","J2586"
"COLONIAL LIFE (ERAS ONLY)","37077"
"COLONIAL MEDICAL","22284"
"COLONIAL PIPELINE COMPANY - WC","J2587"
"COLONIAL PIPELINE COMPANY - WC","J2587"
"COLOR SPOT NURSERIES (AUTO)","J3817"
"COLOR SPOT NURSERIES (WC)","P3817"
"COLORADO ACCESS","84129"
"COLORADO ACCESS HMO","COACC"
"COLORADO CASUALTY (WC)","J1428"
"COLORADO CASUALTY (WC)","J1428"
"COLORADO CHOICE HEALTH PLANS","H0657"
"COLORADO COMMMUNITY HEALTH ALLIANCE","COCHA"
"COLORADO CONTRACTORS PROGRAM (WC)","41556"
"COLORADO HEALTHCARE ASSOC. - SAFETY NATIONA (WC)","41556"
"COLORADO HEALTHOP","49718"
"COLORADO HOSPITAL ASSOCIATION - CORVEL (WC)","J3356"
"COLORADO HOSPITAL ASSOCIATION - CORVEL (WC)","J3356"
"COLORADO PRIME CORP. (WC)","41556"
"COLUMBIA ASSOCIATION - WC","J2589"
"COLUMBIA ASSOCIATION - WC","J2589"
"COLUMBIA MUTUAL INSURANCE COMPANY (WC)","J2091"
"COLUMBIA MUTUAL INSURANCE COMPANY (WC)","J2091"
"COLUMBIA SPORTSWEAR CORVEL (WC)","J4182"
"COLUMBIA SUSSEX CORPORATION (WC)","J1039"
"COLUMBIA SUSSEX CORPORATION (WC)","J1039"
"COLUMBINE HEALTH PLAN","CHP02"
"COLUMBINE HEALTH SYSTEMS (WC)","41556"
"COLUMBUS MCKINNON CORPORATION - WC","J2590"
"COLUMBUS MCKINNON CORPORATION - WC","J2590"
"COLUMBUS STATE COMMUNITY COLLEGE - WC","J2591"
"COLUMBUS STATE COMMUNITY COLLEGE - WC","J2591"
"COMDATA - ERA ONLY","ECCOM"
"COMM. CARE MANAGED HEALTHCARE - OK","73143"
"COMMERCE & INDUSTRY/</br>GREENWOOD (AUTO)","J3877"
"COMMERCE & INDUSTRY/</br>GREENWOOD (AUTO)","J3877"
"COMMERCE & INDUSTRY/</br>GREENWOOD (WC)","P3877"
"COMMERCE & INDUSTRY/</br>GREENWOOD (WC)","P3877"
"COMMERCE BENEFITS GROUP","34181"
"COMMON GROUND HEALTH COOPERATIVE","77170"
"COMMONWEALTH CARE ALLIANCE","14315"
"COMMONWEALTH CARE ALLIANCE (DOS 04/</br>01/</br>2023)","A2793"
"COMMONWEALTH CARE ALLIANCE- MEDICARE ADVANTAGE","14316"
"COMMONWEALTH HEALTH ALLIANCE (CHA)","23171"
"COMMONWEALTH OF VIRGINIA (COV) (WC)","J3341"
"COMMONWEALTH OF VIRGINIA (COV) (WC)","J3341"
"COMMSCOPE, INC - WC","J2592"
"COMMSCOPE, INC - WC","J2592"
"COMMUNICARE ADVANTAGE","34525"
"COMMUNITY  HEALTH  ALLIANCE","35193"
"COMMUNITY BEHAVIORAL HEALTH (CBH)","CBH01"
"COMMUNITY CARE ALLIANCE OF ILLINOIS","66012"
"COMMUNITY CARE ASSOCIATES","17902"
"COMMUNITY CARE BHO","23282"
"COMMUNITY CARE INC. (WISCONSIN)","39126"
"COMMUNITY CARE INC. - FAMILY CARE (WISCONSIN)","60995"
"COMMUNITY CARE IPA","MPM48"
"COMMUNITY CARE PLAN (COMMERCIAL)","59064"
"COMMUNITY CARE PLAN (FL HEALTHY KIDS)","FHKC1"
"COMMUNITY CARE PLAN (MEDICAID)","59065"
"COMMUNITY CARE PLAN (PALM BEACH HEALTH DISTRICT","PBHD1"
"COMMUNITY DEVELOPMENT COMMISSION (CA) - C (WC)","J1655"
"COMMUNITY DEVELOPMENT COMMISSION (CA) - COR (WC)","P1655"
"COMMUNITY EYE CARE","CECVP"
"COMMUNITY FAMILY CARE","SYMED"
"COMMUNITY FAMILY CARE","NMM05"
"COMMUNITY FIRST","TH005"
"COMMUNITY HEALTH  PLAN OF WASHINGTON","CHPWA"
"COMMUNITY HEALTH ALLIANCE TN","27905"
"COMMUNITY HEALTH CENTER NETWORK","CHCN1"
"COMMUNITY HEALTH CHOICE","48145"
"COMMUNITY HEALTH ELECTRONIC CLAIMS-CHEC-WEB TPA","75261"
"COMMUNITY HEALTH GROUP","66170"
"COMMUNITY HEALTH PLAN, INC.","60495"
"COMMUNITY HOSPITAL OF MONTEREY PENINSULA (WC)","J2218"
"COMMUNITY HOSPITAL OF MONTEREY PENINSULA (WC)","J2218"
"COMMUNITY MEDICAL CENTERS (CA) - CORVEL (AUTO)","J3743"
"COMMUNITY MEDICAL CENTERS (CA) - CORVEL (AUTO)","J3743"
"COMMUNITY MEDICAL CENTERS (CA) - CORVEL (WC)","P3743"
"COMMUNITY MEDICAL CENTERS (CA) - CORVEL (WC)","P3743"
"COMMUNITY MEMORIAL HEALTH SYSTEM, CORP - WC","J2593"
"COMMUNITY MEMORIAL HEALTH SYSTEM, CORP - WC","J2593"
"COMMUNITY PREMIER PLUS","SPRNT"
"COMMUNITY TRANSIT (WA ONLY) - CORVEL (WC)","J3956"
"COMMUNITY TRANSIT (WA ONLY) - CORVEL (WC)","J3956"
"COMMUNITYCONNECT HEALTH PLAN","95192"
"COMP WEST (WC)","J1925"
"COMP WEST (WC)","J1925"
"COMPANION LIFE - ERA ONLY","ECPAN"
"COMPANION PROPERTY AND CASUALTY - WC","J2594"
"COMPANION PROPERTY AND CASUALTY - WC","J2594"
"COMPANION PROPERTY AND CASUALTY INSURANCE C (WC)","J1829"
"COMPASS GROUP - WC","J2595"
"COMPASS GROUP - WC","J2595"
"COMPASS GROUP USA, INC. (WC)","J1040"
"COMPASS GROUP USA, INC. (WC)","J1040"
"COMPBENEFITS (HUMANA DENTAL) - ERA ONLY","ECMPH"
"COMPLEMENTARY HEALTH PLANS","93101"
"COMPLETE BENEFIT SOLUTIONS - ERA ONLY","ECCBS"
"COMPMANAGMENT HEALTH","15243"
"COMPREHENSIVE CARE MANAGEMENT CORP","CCMC1"
"COMPREHENSIVE RISK SERVICES (AUTO)","JA088"
"COMPREHENSIVE RISK SERVICES (WC)","J4088"
"COMPSIGMA - ERA ONLY","ECCSI"
"COMPSYCH","37363"
"CON EDISON - WC","J2596"
"CON EDISON - WC","J2596"
"CON-WAY INC. - CORVEL (AUTO)","J1844"
"CON-WAY INC. - CORVEL (AUTO)","J1844"
"CON-WAY INC. - CORVEL (WC)","P1844"
"CON-WAY INC. - CORVEL (WC)","P1844"
"CONCIERGE","CAS01"
"CONCORDIA CARE INC","33632"
"CONDUENT INCORPORATED - WC","J2598"
"CONDUENT INCORPORATED - WC","J2598"
"CONDUENT WORKERS COMPENSATION SERVICES (FOR (WC)","J1435"
"CONFLUENCE HEALTH -ERA ONLY","ECCFL"
"CONIFER","52196"
"CONIFER (WC)","J1774"
"CONIFER (WC)","J1774"
"CONIFER HEALTH SOLUTIONS (ADVENTIST) - ERA ONLY","ECCHS"
"CONIFER VALUE-BASED CARE","55649"
"CONNECT 202 PARTNERS, LLC - WC","J2599"
"CONNECT 202 PARTNERS, LLC - WC","J2599"
"CONNECT POWERED BY AMERICAN FAMILY INS (AUTO)","C1107"
"CONNECT POWERED BY AMERICAN FAMILY INS (AUTO)","C1107"
"CONNECTED SENIOR CARE ADVANTAGE","AGL03"
"CONNECTICARE INC","6105"
"CONNECTICARE VIP MEDICARE ADVANTAGE (CLAIMS WITH DOS 2016 ONLY)","783PT"
"CONNECTICARE VIP MEDICARE ADVANTAGE (CLAIMS WITH DOS 2017 ONLY)","78375"
"CONNECTICUT CARPENTERS HEALTH FUND","37307"
"CONNECTICUT INDEMNITY COMPANY (AUTO)","J3965"
"CONNECTICUT INDEMNITY COMPANY (AUTO)","J3965"
"CONNECTICUT INDEMNITY COMPANY (WC)","P3965"
"CONNECTICUT INDEMNITY COMPANY (WC)","P3965"
"CONNECTICUT TRANSIT DISTRICT CONSORTIUM - (AUTO)","J3276"
"CONNECTICUT TRANSIT DISTRICT CONSORTIUM - (AUTO)","J3276"
"CONSOCIATE GROUP","37135"
"CONSOLIDATED ASSOCIATES RAILROAD","75284"
"CONSOLIDATED HEALTH PLANS","87843"
"CONSTELLIUM US HOLDINGS, I, LLC - WC","J2600"
"CONSTELLIUM US HOLDINGS, I, LLC - WC","J2600"
"CONSTITUTION STATE SERVICES (WC)","J4180"
"CONSUMERS CHOICE HEALTH SC","45321"
"CONTECH CONSTRUCTION PRODUCTS (WC)","J1041"
"CONTECH CONSTRUCTION PRODUCTS (WC)","J1041"
"CONTESSA HEALTH","CH201"
"CONTESSA HEALTH - SECRUITY HEALTH PLAN","CH101"
"CONTINENTAL AIRLINES (WC)","J1042"
"CONTINENTAL AIRLINES (WC)","J1042"
"CONTINENTAL BENEFITS","35245"
"CONTINENTAL KEY FAMILY","35315"
"CONTINENTAL TIRE, THE AMERICAS, LLC - WC","J2601"
"CONTINENTAL TIRE, THE AMERICAS, LLC - WC","J2601"
"CONTINUING LIFE (WC)","J3302"
"CONTINUING LIFE (WC)","J3302"
"CONTINUUM HEALTH SOLUTIONS - ERA ONLY","ECOHS"
"CONTITECH USA, INC. - WC","J2602"
"CONTITECH USA, INC. - WC","J2602"
"CONTRA COASTAL COUNTY SCHOOLS INSURANCE GRO (WC)","J1715"
"CONTRA COASTAL COUNTY SCHOOLS INSURANCE GRO (WC)","J1715"
"CONTRA COSTA BEHAVIORAL HEALTH PLAN","CCMHP"
"CONTRA COSTA COUNTY RISK MANAGEMENT (CCCR (AUTO)","J3688"
"CONTRA COSTA COUNTY RISK MANAGEMENT (CCCR (AUTO)","J3688"
"CONTRA COSTA COUNTY RISK MANAGEMENT (CCCRM) (WC)","P3688"
"CONTRA COSTA COUNTY RISK MANAGEMENT (CCCRM) (WC)","P3688"
"CONTRA COSTA HEALTH PLAN","CCHP"
"CONTRA COSTA WATER DISTRICT (WC)","J3689"
"CONTRA COSTA WATER DISTRICT (WC)","J3689"
"CONVERGYS CORPORATION (WC)","J1043"
"CONVERGYS CORPORATION (WC)","J1043"
"CONVERSION PLAN APWU","55544"
"COOK & SOLIS CONST. (WC)","41556"
"COOK CHILDRENS STAR PLAN","CCHP9"
"COOK COUNTY FOREST PRESERVE DISTRICT (AUTO)","J4026"
"COOK COUNTY FOREST PRESERVE DISTRICT (AUTO)","J4026"
"COOK COUNTY FOREST PRESERVE DISTRICT (WC)","P4026"
"COOK COUNTY FOREST PRESERVE DISTRICT (WC)","P4026"
"COOK COUNTY GOVERNMENT (AUTO)","J4009"
"COOK COUNTY GOVERNMENT (AUTO)","J4009"
"COOK COUNTY GOVERNMENT (WC)","P4009"
"COOK COUNTY GOVERNMENT (WC)","P4009"
"COOK GROUP HEALTH PLAN","35149"
"COOPORTUNITY HEALTH (VIA HEALTHPARTNERS MN)","HPAMN"
"COORDINATED CARE - HCD","95828"
"COP/</br>CPB OF THE CHURCH OF JESUS CHRIST OF (AUTO)","J2603"
"COP/</br>CPB OF THE CHURCH OF JESUS CHRIST OF LD","J2603"
"COPATIENT","COPAT"
"COPC - SENIOR CARE ADVANTAGE","AGL02"
"COPPERPOINT MUTUAL INSURANCE COMPANY (AUTO)","J2093"
"COPPERPOINT MUTUAL INSURANCE COMPANY (WC)","P2093"
"CORE ADMINISTRATIVE SERVICES","58231"
"CORE BENEFITS, INC - ERA ONLY","ECBFT"
"CORECIVIC","55962"
"CORECIVIC (AUTO)","J3342"
"CORECIVIC (WC)","P3342"
"CORELOGIC, INC - WC","J2604"
"CORELOGIC, INC - WC","J2604"
"CORESOURCE - INTERNAL","35187"
"CORESOURCE FKA NGS AMERICAN","38225"
"CORESOURCE FLEX - ERA ONLY","ECFLE"
"CORESOURCE KC","48117"
"CORESOURCE LITTLE ROCK AR","75136"
"CORESOURCE OH","35183"
"CORIZON HEALTH","CORIZ"
"CORIZON, INC.","43160"
"CORNERSTONE AFFILIATES - WC","J2605"
"CORNERSTONE AFFILIATES - WC","J2605"
"CORNERSTONE BENEFITS ADMIN","35202"
"CORNERSTONE HOSPICE AND PALLIATIVE CARE INC","RP111"
"CORNERSTONE PREFERRED RESOURCES","CB268"
"CORPORATE BENEFITS SERVICES (NC)","56116"
"CORPORATE PLAN MANAGEMENT - ERA ONLY","ECMAN"
"CORPORATION OF THE CATHOLIC ARCHBISHOP OF S (WC)","J2606"
"CORRECT CARE SOLUTIONS","62111"
"CORRECTARE INTEGRATED HEALTH (NON-LA JAILS)","CCIHJ"
"CORRECTCARE (LOUISIANA PRISONS AND PARISH JAILS)","LADOC"
"CORRECTCARE INTEGRATED HEALTH -CA PRISON HEALTH","CCIHH"
"CORRECTION HEALTH PARTNERS","PHPMC"
"CORRECTIONAL HEALTH PARNTNERS (CHP) ERA ONLY","ECCHP"
"CORRECTIONAL MANAGEMENT SERVICE (WC)","J1044"
"CORRECTIONAL MANAGEMENT SERVICE (WC)","J1044"
"CORRECTIONS CORP OF AMERICA (WC)","J1045"
"CORRECTIONS CORP OF AMERICA (WC)","J1045"
"CORRECTIONS CORPORATION OF AMERICA (CCA)  (AUTO)","J1942"
"CORRECTIONS CORPORATION OF AMERICA (CCA)  (AUTO)","J1942"
"CORRECTIONS CORPORATION OF AMERICA (CCA) -  (WC)","P1942"
"CORRECTIONS CORPORATION OF AMERICA (CCA) -  (WC)","P1942"
"CORRIGAN-CAMDEN ISD (WC)","J3942"
"CORRIGAN-CAMDEN ISD (WC)","J3942"
"CORVEL (AUTO)(ATTACHMENT)","A4110"
"CORVEL (WC)(ATTACHMENT)","E4110"
"CORVEL CORP (SELF-INSURED WC)","WC110"
"COTTAGE HEALTH - WC","J2607"
"COTTAGE HEALTH - WC","J2607"
"COTTINGHAM & BUTLER CLAIM SERVICES, INC.  (AUTO)","J1683"
"COTTINGHAM & BUTLER CLAIM SERVICES, INC.  (AUTO)","J1683"
"COTTINGHAM & BUTLER CLAIM SERVICES, INC. -  (WC)","P1683"
"COTTINGHAM & BUTLER CLAIM SERVICES, INC. -  (WC)","P1683"
"COTTINGHAM AND BUTLER (EQUIAN) (WC)","J2089"
"COTTINGHAM AND BUTLER (EQUIAN) (WC)","J2089"
"COUNTRY FINANCIAL /</br> MODERN SERVICE CASUALTY INS CO - CORVEL (AUTO)(ATTACHMENT)","J3760"
"COUNTRY FINANCIAL \ COUNTRY CASUALTY INSU (AUTO)","J1684"
"COUNTRY FINANCIAL \ COUNTRY CASUALTY INSU (AUTO)","J1684"
"COUNTRY FINANCIAL \ COUNTRY CASUALTY INSURA (WC)","P1684"
"COUNTRY FINANCIAL \ COUNTRY CASUALTY INSURA (WC)","P1684"
"COUNTRY FINANCIAL \ COUNTRY MUTUAL INSURA (AUTO)","J1702"
"COUNTRY FINANCIAL \ COUNTRY MUTUAL INSURA (AUTO)","J1702"
"COUNTRY FINANCIAL \ COUNTRY MUTUAL INSURANC (WC)","P1702"
"COUNTRY FINANCIAL \ COUNTRY MUTUAL INSURANC (WC)","P1702"
"COUNTRY FINANCIAL \ COUNTRY PREFERRED INS (AUTO)","J1705"
"COUNTRY FINANCIAL \ COUNTRY PREFERRED INS (AUTO)","J1705"
"COUNTRY FINANCIAL \ COUNTRY PREFERRED INSUR (WC)","P1705"
"COUNTRY FINANCIAL \ COUNTRY PREFERRED INSUR (WC)","P1705"
"COUNTRY FINANCIAL \ MODERN SERVICE CASUAL (AUTO)","J1712"
"COUNTRY FINANCIAL \ MODERN SERVICE CASUAL (AUTO)","J1712"
"COUNTRY FINANCIAL \ MODERN SERVICE CASUALTY (WC)","P1712"
"COUNTRY FINANCIAL \ MODERN SERVICE CASUALTY (WC)","P1712"
"COUNTRY FINANCIAL \ MOUNTAIN STATES INSUR (AUTO)","J1572"
"COUNTRY FINANCIAL \ MOUNTAIN STATES INSUR (AUTO)","J1572"
"COUNTRY FINANCIAL \ MOUNTAIN STATES INSURAN (WC)","P1572"
"COUNTRY FINANCIAL \ MOUNTAIN STATES INSURAN (WC)","P1572"
"COUNTRY FINANCIAL \ MSI PREFERRED INSURAN (AUTO)","J1591"
"COUNTRY FINANCIAL \ MSI PREFERRED INSURAN (AUTO)","J1591"
"COUNTRY FINANCIAL \ MSI PREFERRED INSURANCE (WC)","P1591"
"COUNTRY FINANCIAL \ MSI PREFERRED INSURANCE (WC)","P1591"
"COUNTRY LIFE INSURANCE CO","62553"
"COUNTRY VILLA HEALTH SERVICES - SNCC (WC)","41556"
"COUNTRY VILLA OX HLTH (WC)","41556"
"COUNTY OF ALAMEDA/</br>AIG (WC)","41556"
"COUNTY OF CHESTERFIELD, VA (WC)","J1525"
"COUNTY OF CHESTERFIELD, VA (WC)","J1525"
"COUNTY OF DUPAGE - CORVEL (AUTO)","J3346"
"COUNTY OF DUPAGE - CORVEL (AUTO)","J3346"
"COUNTY OF DUPAGE - CORVEL (WC)","P3346"
"COUNTY OF DUPAGE - CORVEL (WC)","P3346"
"COUNTY OF FRESNO (WC)","J4210"
"COUNTY OF HUMBOLDT - CORVEL (AUTO)","J1603"
"COUNTY OF HUMBOLDT - CORVEL (AUTO)","J1603"
"COUNTY OF HUMBOLDT - CORVEL (WC)","P1603"
"COUNTY OF HUMBOLDT - CORVEL (WC)","P1603"
"COUNTY OF IMPERIAL (WC)","J1961"
"COUNTY OF IMPERIAL (WC)","J1961"
"COUNTY OF KERN - CORVEL (AUTO)","J1935"
"COUNTY OF KERN - CORVEL (WC)","P1935"
"COUNTY OF KERN - EPO PLAN -ERA ONLY","ECCKE"
"COUNTY OF LOS ANGELES (1000) (AUTO)","J1625"
"COUNTY OF LOS ANGELES (1000) (WC)","P1625"
"COUNTY OF LOS ANGELES (2000) (WC)","J1722"
"COUNTY OF LOS ANGELES (3000) (AUTO)","J1967"
"COUNTY OF LOS ANGELES (3000) (WC)","P1967"
"COUNTY OF LOS ANGELES (4000/</br>5000) (WC)","J1723"
"COUNTY OF MARIN (WC)","41556"
"COUNTY OF MAUI RISK MANAGEMENT DIVISION - W (WC)","J2608"
"COUNTY OF MAUI RISK MANAGEMENT DIVISION - W (WC)","J2608"
"COUNTY OF MONTEREY (WC)","J2229"
"COUNTY OF MONTEREY (WC)","J2229"
"COUNTY OF SAN BERNADINO (WC)","J2320"
"COUNTY OF SAN BERNADINO (WC)","J2320"
"COUNTY OF SAN DIEGO (WC)","J1513"
"COUNTY OF SAN DIEGO (WC)","J1513"
"COUNTY OF SANTA BARBARA EWC - CORVEL","P1631"
"COUNTY OF SANTA BARBARA EWC - CORVEL","P1631"
"COUNTY OF SANTA BARBARA EWC - CORVEL (AUTO)","J1631"
"COUNTY OF SANTA BARBARA EWC - CORVEL (AUTO)","J1631"
"COUNTY OF SANTA BARBARA-CSAC (CA) - CORVE (AUTO)","J2329"
"COUNTY OF SANTA BARBARA-CSAC (CA) - CORVE (AUTO)","J2329"
"COUNTY OF SANTA BARBARA-CSAC (CA) - CORVEL (WC)","P2329"
"COUNTY OF SANTA BARBARA-CSAC (CA) - CORVEL (WC)","P2329"
"COUNTY OF SANTA CRUZ - WC","J2609"
"COUNTY OF SANTA CRUZ - WC","J2609"
"COUNTY OF SHASTA (CA) - CORVEL (AUTO)","J1616"
"COUNTY OF SHASTA (CA) - CORVEL (AUTO)","J1616"
"COUNTY OF SHASTA (CA) - CORVEL (WC)","P1616"
"COUNTY OF SHASTA (CA) - CORVEL (WC)","P1616"
"COUNTY OF SOLANO (WC)","J2108"
"COUNTY OF SOLANO (WC)","J2108"
"COUNTY OF SONOMA (CA) (AUTO)","J1662"
"COUNTY OF SONOMA (CA) (AUTO)","J1662"
"COUNTY OF SONOMA (CA) (WC)","P1662"
"COUNTY OF SONOMA (CA) (WC)","P1662"
"COUNTY OF TULARE (CA) - CORVEL (AUTO)","J1666"
"COUNTY OF TULARE (CA) - CORVEL (AUTO)","J1666"
"COUNTY OF TULARE (CA) - CORVEL (WC)","P1666"
"COUNTY OF TULARE (CA) - CORVEL (WC)","P1666"
"COUNTY OF VENTURA (WC)","J2204"
"COUNTY OF VENTURA (WC)","J2204"
"COUNTYCARE","6541"
"COURTYARD HEALTH C. (WC)","41556"
"COVENANT ADMINISTRATORS, INC. (ATLANTA, GA)","58102"
"COVENANT HEALTH - WC","J2610"
"COVENANT HEALTH - WC","J2610"
"COVERCO (AUTO)","J3841"
"COVERCO (AUTO)","J3841"
"COVERCO (WC)","P3841"
"COVERCO (WC)","P3841"
"COVID19 HRSA COVERAGE ASSISTANCE FUND","99999"
"COVID19 HRSA UNINSURED TESTING AND TREATMENT FUND","95964"
"COWORX STAFFING, LLC (WC)","J1046"
"COWORX STAFFING, LLC (WC)","J1046"
"COX CONSTRUCTION CO (WC)","41556"
"COX HEALTH SYSTEM","19"
"CPS INSURANCE - AUTO","J3274"
"CPS INSURANCE - AUTO","J3274"
"CPS SECURITY SOLUTIONS (WC)","41556"
"CRACKER BARREL - ERA ONLY","ECCCK"
"CRAFTWORKS HOLDINGS - CORVEL (WC)","J3862"
"CRAFTWORKS HOLDINGS - CORVEL (WC)","J3862"
"CRANE COMPANY - WC","J2611"
"CRANE COMPANY - WC","J2611"
"CRANE ELECTRONICS - WC","J2612"
"CRANE ELECTRONICS - WC","J2612"
"CRATE & BARREL HOLDINGS, INC. - WC","J2613"
"CRATE & BARREL HOLDINGS, INC. - WC","J2613"
"CREATE","CREA8"
"CREATIVE RISK SOLUTIONS (AUTO)","J1455"
"CREATIVE RISK SOLUTIONS (AUTO)","J1455"
"CREATIVE RISK SOLUTIONS (WC)","P1455"
"CREATIVE RISK SOLUTIONS (WC)","P1455"
"CREIGHTON UNIVERSITY - WC","J2614"
"CREIGHTON UNIVERSITY - WC","J2614"
"CRESCENT CROWN DISTRIBUTING - CORVEL (WC)","J1965"
"CRESCENT CROWN DISTRIBUTING - CORVEL (WC)","J1965"
"CRESCENT FACILITIES OPERATIONS, LLC - COR (AUTO)","J2170"
"CRESCENT FACILITIES OPERATIONS, LLC - COR (AUTO)","J2170"
"CRESCENT FACILITIES OPERATIONS, LLC - CORVE (WC)","P2170"
"CRESCENT FACILITIES OPERATIONS, LLC - CORVE (WC)","P2170"
"CRESCENT HEALTH SERVICES","56213"
"CRESTBROOK INSURANCE COMPANY (WC)","J1550"
"CROSBY ISD (WC)","J2263"
"CROSBY ISD (WC)","J2263"
"CROSSWAY HEALTH SHARE","33213"
"CROY-HALL MANAGEMENT INC","37266"
"CRUM & FORSTER INDEMNITY CO (WC)(ATTACHMENT)","31348"
"CRUM (WC)","J3728"
"CRUM (WC)","J3728"
"CRYSTAL RUN HEALTH PLANS-2017 AND PRIOR CLAIMS","46120"
"CS&A (AUTO)","J3819"
"CS&A (AUTO)","J3819"
"CS&A (WC)","P3819"
"CS&A (WC)","P3819"
"CSAA INSURANCE COMPANY (AUTO)","C1090"
"CSAA INSURANCE COMPANY (AUTO)","C1090"
"CSC SERVICEWORKS - WC","J2615"
"CSC SERVICEWORKS - WC","J2615"
"CSI NETWORK SERVICES","34186"
"CTI FOODS HOLDING CO., LLC - WC","J2616"
"CTI FOODS HOLDING CO., LLC - WC","J2616"
"CULINARY LAS VEGAS - UNITE HERE HEALTH","59144"
"CUMBERLAND COUNTY SCHOOLS - WC","J2617"
"CUMBERLAND COUNTY SCHOOLS - WC","J2617"
"CUMBERLAND INSURANCE GROUP (AUTO)","C1091"
"CUMBERLAND INSURANCE GROUP (AUTO)","C1091"
"CUMMINS INC. - WC","J2618"
"CUMMINS INC. - WC","J2618"
"CUNNINGHAM LINDSEY - WC","J2619"
"CUNNINGHAM LINDSEY - WC","J2619"
"CURAECHOICE","CC304"
"CURATIVE","CURTV"
"CURE AUTO INSURANCE - NEW JERSEY ONLY (AUTO)(ATTACHMENT)","CU092"
"CURE AUTO INSURANCE FOR NJ AUTO","C1092"
"CUSIG (CREDIT UNION SELF-INSURED GROUP OF C (WC)","J4010"
"CUSIG (CREDIT UNION SELF-INSURED GROUP OF C (WC)","J4010"
"CUSTOM BENEFIT ADMINIISTRATORS - ERA ONLY","ECBAR"
"CUSTOM DESIGN BENEFITS INC","82056"
"CUSTOMIZED DISTRIBUTION LLC DBA CDI CORVEL","J4424"
"CVS PHARMACY (CAREMARK WC ONLY)(WC)(ATTACHMENT)","J3973"
"CVS PHARMACY, INC. - WC","J2620"
"CVS PHARMACY, INC. - WC","J2620"
"CYPRESS INSURANCE COMPANY (MEMBER OF BHHC) (WC)","20044"
"CYRO INDUSTRIES - WC","J2621"
"CYRO INDUSTRIES - WC","J2621"
"DAHL'S FOODS (VIA EMC RISK SERVICES) (EXCEP (WC)","J1118"
"DAILY SERVICES LLC (WC)","J3699"
"DAILY SERVICES LLC (WC)","J3699"
"DAIMLER TRUCKS, NORTH AMERICA LLC - WC","J2622"
"DAIMLER TRUCKS, NORTH AMERICA LLC - WC","J2622"
"DAIMLERCHRYSLER CORPORATION (WC)","41556"
"DAIRYLAND INSURANCE COMPANY (AUTO)","C1033"
"DAKOTA FIRE - AUTO ONLY","C1029"
"DAKOTA FIRE - AUTO ONLY","C1029"
"DAKOTA FIRE - WC ONLY (EXCEPT CA, NM, NV)","21415"
"DAKOTACARE","DAK01"
"DALLAS COUNTY COMMUNITY COLLEGE DISTRICT (WC)","41556"
"DALLAS INDEPENDENT SCHOOL DISTRICT (WC)","J1494"
"DALLAS INDEPENDENT SCHOOL DISTRICT (WC)","J1494"
"DAMCO USA, INC - WC","J2623"
"DAMCO USA, INC - WC","J2623"
"DAMERON HOSPITAL ASSOCIATION - WC","J2624"
"DAMERON HOSPITAL ASSOCIATION - WC","J2624"
"DANA INCORPORATED - WC","J2625"
"DANAHER CORPORATION (WC)","J1051"
"DANAHER CORPORATION (WC)","J1051"
"DANAHER CORPORATION - WC","J2626"
"DANAHER CORPORATION - WC","J2626"
"DARIGOLD - CORVEL (AUTO)","J1936"
"DARIGOLD - CORVEL (AUTO)","J1936"
"DARIGOLD - CORVEL (WC)","P1936"
"DARIGOLD - CORVEL (WC)","P1936"
"DART MEMBER CARE","CB987"
"DAVIS MECH SYSTEMS (WC)","41556"
"DAVIS VISION","157"
"DAVITA, INC. - WC","J2627"
"DAVITA, INC. - WC","J2627"
